# WAVELENGTH FLUX
6093.80328229 0.72972371
6095.57505992 0.73429852
6097.34690772 0.73306397
6099.11882568 0.73464171
6100.89081380 0.73901502
6102.66287209 0.74016966
6104.43500055 0.72395891
6106.20719917 0.72012501
6107.97946796 0.71304447
6109.75180692 0.72271733
6111.52421604 0.71827365
6113.29669532 0.71262830
6115.06924477 0.71452612
6116.84186439 0.71001370
6118.61455417 0.71033973
6120.38731412 0.71049701
6122.16014423 0.70802769
6123.93304451 0.71134373
6125.70601495 0.71204615
6127.47905556 0.70930077
6129.25216633 0.71191397
6131.02534727 0.70940957
6132.79859838 0.70949391
6134.57191965 0.70115607
6136.34531109 0.70091692
6138.11877269 0.70101724
6139.89230446 0.70338200
6141.66590639 0.70427863
6143.43957849 0.70534894
6145.21332076 0.70572036
6146.98713319 0.70013668
6148.76101578 0.70153595
6150.53496854 0.69291789
6152.30899147 0.70710802
6154.08308456 0.68862018
6155.85724782 0.68736977
6157.63148124 0.68786015
6159.40578483 0.69020780
6161.18015859 0.69117003
6162.95460251 0.68995105
6164.72911659 0.69669150
6166.50370084 0.69683917
6168.27835526 0.69689419
6170.05307984 0.68773720
6171.82787459 0.68014151
6173.60273950 0.68068375
6175.37767458 0.68088070
6177.15267983 0.68173493
6178.92775524 0.68185703
6180.70290081 0.68280487
6182.47811655 0.69460352
6184.25340246 0.69495694
6186.02875853 0.69549034
6187.80418477 0.70268767
6189.57968117 0.70333239
6191.35524774 0.70588560
6193.13088447 0.71262224
6194.90659137 0.70612404
6196.68236844 0.71503326
6198.45821567 0.71635418
6200.23413307 0.71040487
6202.01012063 0.69843119
6203.78617836 0.71286944
6205.56230625 0.70121407
6207.33850431 0.71019283
6209.11477253 0.67025969
6210.89111092 0.67680155
6212.66751948 0.67772779
6214.44399820 0.68149529
6216.22054708 0.68388818
6217.99716613 0.68391124
6219.77385535 0.69451963
6221.55061473 0.70201982
6223.32744428 0.70486118
6225.10434400 0.70470597
6226.88131388 0.70605695
6228.65835392 0.68220670
6230.43546413 0.68817295
6232.21264451 0.67478284
6233.98989505 0.67376576
6235.76721576 0.67503373
6237.54460663 0.67309863
6239.32206767 0.66529328
6241.09959887 0.66232884
6242.87720024 0.66255589
6244.65487177 0.66328415
6246.43261347 0.67067239
6248.21042534 0.66500174
6249.98830737 0.64686652
6251.76625957 0.66546354
6253.54428193 0.67351529
6255.32237446 0.65767074
6257.10053715 0.67558394
6258.87877001 0.67711851
6260.65707304 0.67734637
6262.43544623 0.68587828
6264.21388958 0.69108160
6265.99240310 0.69183969
6267.77098679 0.69224956
6269.54964064 0.69228945
6271.32836466 0.69202614
6273.10715884 0.69540716
6274.88602319 0.67024938
6276.66495771 0.68314263
6278.44396239 0.65952556
6280.22303723 0.66659530
6282.00218224 0.66958296
6283.78139742 0.67361251
6285.56068276 0.67427063
6287.34003827 0.66652638
6289.11946394 0.66867763
6290.89895978 0.66874766
6292.67852578 0.67050905
6294.45816195 0.67065586
6296.23786829 0.66542262
6298.01764479 0.67656640
6299.79749146 0.67737290
6301.57740829 0.67755847
6303.35739529 0.69921111
6305.13745245 0.67774410
6306.91757978 0.64181876
6308.69777727 0.64419527
6310.47804493 0.64419527
6312.25838276 0.64419527
6314.03879075 0.64181876
6315.81926890 0.64325344
6317.59981723 0.62145891
6319.38043571 0.63248326
6321.16112437 0.63622275
6322.94188318 0.61351063
6324.72271217 0.63916996
6326.50361132 0.64173818
6328.28458063 0.64286938
6330.06562011 0.65509397
6331.84672976 0.66863371
6333.62790957 0.66977255
6335.40915955 0.67054327
6337.19047969 0.67315602
6338.97187000 0.67465886
6340.75333047 0.67425596
6342.53486111 0.67493500
6344.31646192 0.67588171
6346.09813289 0.66897051
6347.87987402 0.65642946
6349.66168532 0.65262589
6351.44356679 0.65262589
6353.22551842 0.64591512
6355.00754022 0.65263244
6356.78963219 0.65223073
6358.57179432 0.65362773
6360.35402661 0.64416720
6362.13632907 0.64468024
6363.91870170 0.64519367
6365.70114449 0.64945568
6367.48365744 0.65385977
6369.26624057 0.64066830
6371.04889385 0.61813045
6372.83161731 0.62401508
6374.61441093 0.62995598
6376.39727471 0.66387305
6378.18020866 0.63874339
6379.96321278 0.62502387
6381.74628706 0.62588387
6383.52943150 0.64189805
6385.31264612 0.64235489
6387.09593089 0.64458355
6388.87928584 0.63078318
6390.66271095 0.64612857
6392.44620622 0.65631500
6394.22977166 0.65714442
6396.01340727 0.63522726
6397.79711304 0.63536816
6399.58088897 0.65798583
6401.36473508 0.65926811
6403.14865134 0.63720644
6404.93263778 0.61622597
6406.71669438 0.61640980
6408.50082114 0.55422220
6410.28501807 0.55781605
6412.06928516 0.56069262
6413.85362243 0.62629131
6415.63802985 0.63786938
6417.42250744 0.64582673
6419.20705520 0.65051018
6420.99167312 0.66675641
6422.77636121 0.65950499
6424.56111947 0.65960843
6426.34594789 0.63835751
6428.13084647 0.63941930
6429.91581522 0.63309622
6431.70085414 0.61740776
6433.48596322 0.61881559
6435.27114247 0.62163963
6437.05639188 0.62168945
6438.84171146 0.62196621
6440.62710120 0.61836755
6442.41256111 0.61913012
6444.19809119 0.61978887
6445.98369143 0.61510395
6447.76936183 0.61538946
6449.55510240 0.63602462
6451.34091314 0.59384185
6453.12679404 0.61395002
6454.91274511 0.61727998
6456.69876635 0.62062814
6458.48485775 0.58963754
6460.27101931 0.58963753
6462.05725104 0.59258945
6463.84355294 0.63463894
6465.62992500 0.63953283
6467.41636723 0.59787496
6469.20287962 0.59811082
6470.98946218 0.63377650
6472.77611490 0.63658486
6474.56283779 0.59951622
6476.34963084 0.61099351
6478.13649406 0.61203532
6479.92342745 0.61211567
6481.71043100 0.61219603
6483.49750472 0.61315994
6485.28464860 0.62025796
6487.07186265 0.62211197
6488.85914686 0.59187182
6490.64650124 0.59287603
6492.43392578 0.59349653
6494.22142049 0.59351072
6496.00898537 0.59512564
6497.79662041 0.59549518
6499.58432562 0.59701062
6501.37210099 0.60179352
6503.15994653 0.61047567
6504.94786223 0.61105654
6506.73584810 0.60305360
6508.52390413 0.59552293
6510.31203033 0.58248723
6512.10022670 0.59552293
6513.88849323 0.58476182
6515.67682993 0.58611652
6517.46523679 0.58656525
6519.25371382 0.56252144
6521.04226101 0.56386428
6522.83087837 0.56617213
6524.61956589 0.56638795
6526.40832358 0.56660384
6528.19715144 0.56759512
6529.98604946 0.58439284
6531.77501764 0.60427348
6533.56405600 0.58831238
6535.35316451 0.59984751
6537.14234320 0.60269625
6538.93159204 0.60500988
6540.72091106 0.59949441
6542.51030024 0.55923974
6544.29975958 0.55566785
6546.08928909 0.51124919
6547.87888877 0.51386312
6549.66855861 0.51060347
6551.45829862 0.51156742
6553.24810879 0.50017693
6555.03798913 0.46583812
6556.82793963 0.42620537
6558.61796030 0.36314387
6560.40805114 0.36402014
6562.19821214 0.36472333
6563.98844330 0.36816871
6565.77874464 0.37167047
6567.56911613 0.41966340
6569.35955780 0.43027218
6571.15006962 0.45067874
6572.94065162 0.50040428
6574.73130378 0.50149741
6576.52202610 0.51397477
6578.31281859 0.51397477
6580.10368125 0.56321806
6581.89461407 0.51397477
6583.68561706 0.52120707
6585.47669021 0.56321806
6587.26783353 0.53959103
6589.05904701 0.53959103
6590.85033066 0.55403898
6592.64168447 0.54380341
6594.43310845 0.54380341
6596.22460260 0.55403898
6598.01616691 0.55553276
6599.80780139 0.55692353
6601.59950603 0.54786451
6603.39128084 0.54872929
6605.18312581 0.57366082
6606.97504095 0.62269450
6608.76702625 0.62287393
6610.55908172 0.57491840
6612.35120736 0.58596543
6614.14340316 0.58873583
6615.93566913 0.59515055
6617.72800526 0.59718683
6619.52041156 0.59212867
6621.31288802 0.58055820
6623.10543465 0.58132032
6624.89805144 0.57333960
6626.69073840 0.58316845
6628.48349553 0.58358698
6630.27632282 0.57854113
6632.06922028 0.57326391
6633.86218790 0.56752200
6635.65522568 0.57326391
6637.44833364 0.57326391
6639.24151176 0.56708509
6641.03476004 0.55521372
6642.82807849 0.55043470
6644.62146711 0.55308358
6646.41492589 0.57120880
6648.20845483 0.57136483
6650.00205394 0.55399018
6651.79572322 0.56848438
6653.58946266 0.57129174
6655.38327227 0.58547041
6657.17715205 0.57160076
6658.97110199 0.57171061
6660.76512209 0.57284131
6662.55921236 0.60553114
6664.35337280 0.60683185
6666.14760340 0.60741833
6667.94190417 0.58485639
6669.73627510 0.59948837
6671.53071620 0.59020881
6673.32522746 0.58896095
6675.11980889 0.57020688
6676.91446049 0.54985122
6678.70918225 0.58185672
6680.50397417 0.58258956
6682.29883626 0.58430718
6684.09376852 0.56551330
6685.88877094 0.56128340
6687.68384353 0.57750302
6689.47898628 0.56388862
6691.27419920 0.55684287
6693.06948229 0.55832428
6694.86483554 0.55151646
6696.66025895 0.55886265
6698.45575254 0.55887995
6700.25131628 0.56009566
6702.04695020 0.56024981
6703.84265427 0.58106218
6705.63842852 0.54470879
6707.43427293 0.58386493
6709.23018750 0.58498016
6711.02617224 0.58828118
6712.82222715 0.55088685
6714.61835222 0.59081587
6716.41454745 0.58424322
6718.21081286 0.58488841
6720.00714842 0.57842384
6721.80355416 0.55255821
6723.60003006 0.55453031
6725.39657612 0.56246665
6727.19319235 0.56367069
6728.98987875 0.55841715
6730.78663531 0.56511967
6732.58346203 0.57180069
6734.38035893 0.50035736
6736.17732598 0.54628757
6737.97436321 0.54671660
6739.77147059 0.54834670
6741.56864815 0.55353370
6743.36589587 0.54864590
6745.16321375 0.55353370
6746.96060181 0.56045430
6748.75806002 0.56045430
6750.55558840 0.56387693
6752.35318695 0.56420231
6754.15085566 0.56735826
6755.94859454 0.56869485
6757.74640359 0.56212314
6759.54428280 0.51159277
6761.34223217 0.51159277
6763.14025171 0.51515432
6764.93834142 0.51480690
6766.73650129 0.51445971
6768.53473133 0.51394356
6770.33303153 0.58256740
6772.13140190 0.58256740
6773.92984243 0.58256740
6775.72835313 0.58315247
6777.52693400 0.58354602
6779.32558503 0.52677323
6781.12430622 0.52953446
6782.92309758 0.53126163
6784.72195911 0.53240693
6786.52089080 0.60418020
6788.31989266 0.53438307
6790.11896469 0.53438307
6791.91810688 0.60418020
6793.71731923 0.60418020
6795.51660175 0.55882972
6797.31595444 0.55882972
6799.11537729 0.53966680
6800.91487031 0.55121810
6802.71443349 0.53580403
6804.51406684 0.53650345
6806.31377035 0.53887215
6808.11354403 0.54008042
6809.91338787 0.54145550
6811.71330188 0.54393505
6813.51328606 0.54642586
6815.31334040 0.56916932
6817.11346491 0.56978421
6818.91365958 0.55298556
6820.71392442 0.56422117
6822.51425942 0.49760045
6824.31466459 0.46752248
6826.11513992 0.51010259
6827.91568542 0.52248114
6829.71630109 0.53048922
6831.51698692 0.53590433
6833.31774292 0.53710401
6835.11856908 0.59833668
6836.91946541 0.63148122
6838.72043190 0.63716262
6840.52146856 0.55595405
6842.32257538 0.47480888
6844.12375237 0.47533226
6845.92499953 0.47606544
6847.72631685 0.48076106
6849.52770434 0.49098093
6851.32916199 0.50335339
6853.13068981 0.52495914
6854.93228779 0.55832053
6856.73395594 0.57581491
6858.53569425 0.58281378
6860.33750273 0.59041020
6862.13938138 0.59140754
6863.94133019 0.58648704
6865.74334916 0.52474274
6867.54543831 0.52827765
6869.34759761 0.49255382
6871.14982709 0.36777467
6872.95212673 0.36987088
6874.75449653 0.37446846
6876.55693650 0.37469819
6878.35944663 0.48149909
6880.16202693 0.48451626
6881.96467740 0.55599397
6883.76739803 0.55660362
6885.57018883 0.55660362
6887.37304979 0.55660362
6889.17598092 0.59048434
6890.97898221 0.59048434
6892.78205367 0.59048434
6894.58519530 0.54370131
6896.38840709 0.50579388
6898.19168905 0.50714806
6899.99504117 0.44523250
6901.79846345 0.44523250
6903.60195591 0.50714806
6905.40551852 0.50714806
6907.20915131 0.50735049
6909.01285426 0.50735049
6910.81662737 0.51476441
6912.62047065 0.57340257
6914.42438410 0.60737748
6916.22836771 0.59329651
6918.03242149 0.60315448
6919.83654543 0.61398490
6921.64073954 0.63826127
6923.44500381 0.62589968
6925.24933825 0.62476189
6927.05374285 0.62476189
6928.85821763 0.48075533
6930.66276256 0.46089912
6932.46737766 0.47583104
6934.27206293 0.45717069
6936.07681836 0.47583104
6937.88164396 0.62107067
6939.68653972 0.43922387
6941.49150565 0.45331793
6943.29654175 0.55055147
6945.10164801 0.45605734
6946.90682443 0.55055147
6948.71207102 0.45605734
6950.51738778 0.45605734
6952.32277470 0.51344994
6954.12823179 0.51344994
6955.93375904 0.51344994
6957.73935646 0.51344994
6959.54502404 0.50808468
6961.35076179 0.54369451
6963.15656971 0.54369451
6964.96244779 0.44277524
6966.76839604 0.54369451
6968.57441445 0.54369451
6970.38050303 0.54369451
6972.18666177 0.57278176
6973.99289068 0.56642425
6975.79918975 0.59702060
6977.60555899 0.62587067
6979.41199840 0.61153022
6981.21850797 0.57683762
6983.02508770 0.55745948
6984.83173761 0.54718866
6986.63845767 0.53133724
6988.44524791 0.44868811
6990.25210831 0.44084580
6992.05903887 0.40492895
6993.86603960 0.39366519
6995.67311049 0.39103793
6997.48025155 0.38792779
6999.28746278 0.40272045
