3500.000	0.0000
3500.900	0.0000
3501.800	0.0000
3502.700	0.0000
3503.600	0.0000
3504.500	0.0000
3505.400	0.0000
3506.300	0.0000
3507.200	0.0000
3508.100	0.0000
3509.000	0.0000
3509.900	0.0000
3510.800	0.0000
3511.700	0.0000
3512.600	0.0000
3513.500	0.0000
3514.400	0.0000
3515.300	0.0000
3516.200	0.0000
3517.100	0.0000
3518.000	0.0000
3518.900	0.0000
3519.800	0.0000
3520.700	0.0000
3521.600	0.0000
3522.500	0.0000
3523.400	0.0000
3524.300	0.0000
3525.200	0.0000
3526.100	0.0000
3527.000	0.0000
3527.900	0.0000
3528.800	0.0000
3529.700	0.0000
3530.600	0.0000
3531.500	0.0000
3532.400	0.0000
3533.300	0.0000
3534.200	0.0000
3535.100	0.0194
3536.000	0.6010
3536.900	0.6265
3537.800	0.6365
3538.700	0.6379
3539.600	0.6343
3540.500	0.6338
3541.400	0.6283
3542.300	0.6258
3543.200	0.6261
3544.100	0.6325
3545.000	0.6410
3545.900	0.6493
3546.800	0.6590
3547.700	0.6660
3548.600	0.6716
3549.500	0.6720
3550.400	0.6695
3551.300	0.6673
3552.200	0.6622
3553.100	0.6564
3554.000	0.6557
3554.900	0.6604
3555.800	0.6565
3556.700	0.6578
3557.600	0.6619
3558.500	0.6599
3559.400	0.6570
3560.300	0.6624
3561.200	0.6697
3562.100	0.6692
3563.000	0.6684
3563.900	0.6675
3564.800	0.6611
3565.700	0.6544
3566.600	0.6505
3567.500	0.6520
3568.400	0.6505
3569.300	0.6474
3570.200	0.6426
3571.100	0.6074
3572.000	0.5979
3572.900	0.5972
3573.800	0.6052
3574.700	0.6149
3575.600	0.6227
3576.500	0.6259
3577.400	0.6303
3578.300	0.6390
3579.200	0.6425
3580.100	0.6376
3581.000	0.6345
3581.900	0.6390
3582.800	0.6478
3583.700	0.6490
3584.600	0.6362
3585.500	0.6275
3586.400	0.6295
3587.300	0.6371
3588.200	0.6462
3589.100	0.6542
3590.000	0.6600
3590.900	0.6682
3591.800	0.6746
3592.700	0.6739
3593.600	0.6733
3594.500	0.6707
3595.400	0.6606
3596.300	0.6555
3597.200	0.6621
3598.100	0.6638
3599.000	0.6588
3599.900	0.6551
3600.800	0.6468
3601.700	0.6363
3602.600	0.6277
3603.500	0.6207
3604.400	0.6200
3605.300	0.6218
3606.200	0.6223
3607.100	0.6249
3608.000	0.6276
3608.900	0.6284
3609.800	0.6248
3610.700	0.6170
3611.600	0.6138
3612.500	0.6160
3613.400	0.6182
3614.300	0.6200
3615.200	0.6234
3616.100	0.6279
3617.000	0.6277
3617.900	0.6218
3618.800	0.6209
3619.700	0.6266
3620.600	0.6310
3621.500	0.6308
3622.400	0.6273
3623.300	0.6279
3624.200	0.6323
3625.100	0.6364
3626.000	0.6429
3626.900	0.6537
3627.800	0.6567
3628.700	0.6441
3629.600	0.6271
3630.500	0.6160
3631.400	0.6141
3632.300	0.6211
3633.200	0.6316
3634.100	0.6398
3635.000	0.6444
3635.900	0.6484
3636.800	0.6527
3637.700	0.6529
3638.600	0.6458
3639.500	0.6361
3640.400	0.6281
3641.300	0.6237
3642.200	0.6226
3643.100	0.6286
3644.000	0.6349
3644.900	0.6362
3645.800	0.6334
3646.700	0.6264
3647.600	0.6256
3648.500	0.6296
3649.400	0.6332
3650.300	0.6423
3651.200	0.6477
3652.100	0.6504
3653.000	0.6466
3653.900	0.6444
3654.800	0.6469
3655.700	0.6509
3656.600	0.6548
3657.500	0.6550
3658.400	0.6472
3659.300	0.6387
3660.200	0.6337
3661.100	0.6314
3662.000	0.6341
3662.900	0.6409
3663.800	0.6452
3664.700	0.6494
3665.600	0.6528
3666.500	0.6480
3667.400	0.6460
3668.300	0.6493
3669.200	0.6504
3670.100	0.6464
3671.000	0.6459
3671.900	0.6484
3672.800	0.6575
3673.700	0.6661
3674.600	0.6663
3675.500	0.6602
3676.400	0.6502
3677.300	0.6399
3678.200	0.6354
3679.100	0.6385
3680.000	0.6448
3680.900	0.6521
3681.800	0.6544
3682.700	0.6469
3683.600	0.6370
3684.500	0.6289
3685.400	0.6214
3686.300	0.6197
3687.200	0.6330
3688.100	0.6562
3689.000	0.6713
3689.900	0.6669
3690.800	0.6524
3691.700	0.6494
3692.600	0.6645
3693.500	0.6911
3694.400	0.7058
3695.300	0.6871
3696.200	0.6496
3697.100	0.6303
3698.000	0.6457
3698.900	0.6858
3699.800	0.7268
3700.700	0.7421
3701.600	0.7212
3702.500	0.6692
3703.400	0.6144
3704.300	0.5886
3705.200	0.6091
3706.100	0.6646
3707.000	0.7253
3707.900	0.7623
3708.800	0.7586
3709.700	0.7118
3710.600	0.6430
3711.500	0.5907
3712.400	0.5856
3713.300	0.6331
3714.200	0.7090
3715.100	0.7842
3716.000	0.8473
3716.900	0.8859
3717.800	0.8824
3718.700	0.8321
3719.600	0.7480
3720.500	0.6501
3721.400	0.5735
3722.300	0.5556
3723.200	0.6093
3724.100	0.7062
3725.000	0.8059
3725.900	0.8856
3726.800	0.9361
3727.700	0.9700
3728.600	0.9917
3729.500	0.9898
3730.400	0.9469
3731.300	0.8596
3732.200	0.7453
3733.100	0.6338
3734.000	0.5567
3734.900	0.5335
3735.800	0.5718
3736.700	0.6577
3737.600	0.7750
3738.500	0.9014
3739.400	1.0095
3740.300	1.0771
3741.200	1.1069
3742.100	1.1123
3743.000	1.1067
3743.900	1.0790
3744.800	1.0228
3745.700	0.9504
3746.600	0.8665
3747.500	0.7669
3748.400	0.6582
3749.300	0.5712
3750.200	0.5399
3751.100	0.5748
3752.000	0.6613
3752.900	0.7697
3753.800	0.8850
3754.700	0.9960
3755.600	1.0875
3756.500	1.1458
3757.400	1.1755
3758.300	1.1955
3759.200	1.2164
3760.100	1.2416
3761.000	1.2548
3761.900	1.2486
3762.800	1.2251
3763.700	1.1951
3764.600	1.1441
3765.500	1.0681
3766.400	0.9770
3767.300	0.8812
3768.200	0.7741
3769.100	0.6644
3770.000	0.5835
3770.900	0.5562
3771.800	0.5915
3772.700	0.6787
3773.600	0.7957
3774.500	0.9178
3775.400	1.0285
3776.300	1.1290
3777.200	1.2340
3778.100	1.3403
3779.000	1.4174
3779.900	1.4686
3780.800	1.5214
3781.700	1.5717
3782.600	1.6057
3783.500	1.6227
3784.400	1.6202
3785.300	1.5989
3786.200	1.5655
3787.100	1.5236
3788.000	1.4789
3788.900	1.4385
3789.800	1.3925
3790.700	1.3263
3791.600	1.2522
3792.500	1.1670
3793.400	1.0625
3794.300	0.9406
3795.200	0.8107
3796.100	0.6903
3797.000	0.5981
3797.900	0.5556
3798.800	0.5746
3799.700	0.6511
3800.600	0.7651
3801.500	0.8970
3802.400	1.0200
3803.300	1.1204
3804.200	1.2151
3805.100	1.2879
3806.000	1.3668
3806.900	1.4396
3807.800	1.5084
3808.700	1.5686
3809.600	1.6123
3810.500	1.6508
3811.400	1.6932
3812.300	1.7071
3813.200	1.6829
3814.100	1.6622
3815.000	1.6826
3815.900	1.7417
3816.800	1.7940
3817.700	1.8171
3818.600	1.8113
3819.500	1.7796
3820.400	1.7396
3821.300	1.7012
3822.200	1.6758
3823.100	1.6452
3824.000	1.5883
3824.900	1.5083
3825.800	1.4321
3826.700	1.3662
3827.600	1.2972
3828.500	1.2167
3829.400	1.1329
3830.300	1.0475
3831.200	0.9504
3832.100	0.8424
3833.000	0.7312
3833.900	0.6289
3834.800	0.5554
3835.700	0.5292
3836.600	0.5604
3837.500	0.6413
3838.400	0.7450
3839.300	0.8514
3840.200	0.9598
3841.100	1.0665
3842.000	1.1735
3842.900	1.2793
3843.800	1.3753
3844.700	1.4556
3845.600	1.5262
3846.500	1.5888
3847.400	1.6322
3848.300	1.6685
3849.200	1.7029
3850.100	1.7501
3851.000	1.8021
3851.900	1.8460
3852.800	1.8767
3853.700	1.8904
3854.600	1.8854
3855.500	1.8773
3856.400	1.8748
3857.300	1.8838
3858.200	1.9120
3859.100	1.9303
3860.000	1.9296
3860.900	1.9311
3861.800	1.9406
3862.700	1.9502
3863.600	1.9461
3864.500	1.9308
