3500.0000 0
3500.9000 0
3501.8000 0
3502.7000 0
3503.6000 0
3504.5000 0
3505.4000 0
3506.3000 0
3507.2000 0
3508.1000 0
3509.0000 0
3509.9000 0
3510.8000 0
3511.7000 0
3512.6000 0
3513.5000 0
3514.4000 0
3515.3000 0
3516.2000 0
3517.1000 0
3518.0000 0
3518.9000 0
3519.8000 0
3520.7000 0
3521.6000 0
3522.5000 0
3523.4000 0
3524.3000 0
3525.2000 0
3526.1000 0
3527.0000 0
3527.9000 0
3528.8000 0
3529.7000 0
3530.6000 0
3531.5000 0
3532.4000 0
3533.3000 0
3534.2000 0
3535.1000 0.0014339
3536.0000 0.04430128
3536.9000 0.04519732
3537.8000 0.03953454
3538.7000 0.03885125
3539.6000 0.0401062
3540.5000 0.03819001
3541.4000 0.03640031
3542.3000 0.03727483
3543.2000 0.03980184
3544.1000 0.04323974
3545.0000 0.04186675
3545.9000 0.03955203
3546.8000 0.03974571
3547.7000 0.04121774
3548.6000 0.04035184
3549.5000 0.0371036
3550.4000 0.03240889
3551.3000 0.02974907
3552.2000 0.02738223
3553.1000 0.0244576
3554.0000 0.03257346
3554.9000 0.0367848
3555.8000 0.03914398
3556.7000 0.04280372
3557.6000 0.04143981
3558.5000 0.03735035
3559.4000 0.03823097
3560.3000 0.0401204
3561.2000 0.04021802
3562.1000 0.04185735
3563.0000 0.04337466
3563.9000 0.0384903
3564.8000 0.03167301
3565.7000 0.02670575
3566.6000 0.02766688
3567.5000 0.03108341
3568.4000 0.03031191
3569.3000 0.02555279
3570.2000 0.02226379
3571.1000 0.02098191
3572.0000 0.02424437
3572.9000 0.02672947
3573.8000 0.02793686
3574.7000 0.02565226
3575.6000 0.02232836
3576.5000 0.02093555
3577.4000 0.01975587
3578.3000 0.01859455
3579.2000 0.01918779
3580.1000 0.01891637
3581.0000 0.01700724
3581.9000 0.01981371
3582.8000 0.02675693
3583.7000 0.03002354
3584.6000 0.02609031
3585.5000 0.02025547
3586.4000 0.01892768
3587.3000 0.02087832
3588.2000 0.02285354
3589.1000 0.02436361
3590.0000 0.02604454
3590.9000 0.02880229
3591.8000 0.028991
3592.7000 0.02396487
3593.6000 0.02009251
3594.5000 0.02290174
3595.4000 0.0298833
3596.3000 0.034707
3597.2000 0.03654554
3598.1000 0.04067036
3599.0000 0.04668986
3599.9000 0.04789291
3600.8000 0.04253629
3601.7000 0.03545823
3602.6000 0.03108667
3603.5000 0.02834841
3604.4000 0.024141
3605.3000 0.02142528
3606.2000 0.02401347
3607.1000 0.02871429
3608.0000 0.02866635
3608.9000 0.02423093
3609.8000 0.02244348
3610.7000 0.02481618
3611.6000 0.02780516
3612.5000 0.0293031
3613.4000 0.03191544
3614.3000 0.03854542
3615.2000 0.04476502
3616.1000 0.04545029
3617.0000 0.04010137
3617.9000 0.03099767
3618.8000 0.02491053
3619.7000 0.02802888
3620.6000 0.03839788
3621.5000 0.04763847
3622.4000 0.04990707
3623.3000 0.0472572
3624.2000 0.04571967
3625.1000 0.04994208
3626.0000 0.05772761
3626.9000 0.0613128
3627.8000 0.05798059
3628.7000 0.05181515
3629.6000 0.04372973
3630.5000 0.0336553
3631.4000 0.02746776
3632.3000 0.02935337
3633.2000 0.03392185
3634.1000 0.0347417
3635.0000 0.03387708
3635.9000 0.03678589
3636.8000 0.04327602
3637.7000 0.04916762
3638.6000 0.05222846
3639.5000 0.0537724
3640.4000 0.05446192
3641.3000 0.05106074
3642.2000 0.04453641
3643.1000 0.04095982
3644.0000 0.0406077
3644.9000 0.03927985
3645.8000 0.03674548
3646.7000 0.0342084
3647.6000 0.0308977
3648.5000 0.02940732
3649.4000 0.03197968
3650.3000 0.03721653
3651.2000 0.04275898
3652.1000 0.04513716
3653.0000 0.04555378
3653.9000 0.04721905
3654.8000 0.05072018
3655.7000 0.05395533
3656.6000 0.05582587
3657.5000 0.05745747
3658.4000 0.06012133
3659.3000 0.06225545
3660.2000 0.06133412
3661.1000 0.0594526
3662.0000 0.05617596
3662.9000 0.05010043
3663.8000 0.04823969
3664.7000 0.05477366
3665.6000 0.06171297
3666.5000 0.06224402
3667.4000 0.05895624
3668.3000 0.0535058
3669.2000 0.04546219
3670.1000 0.04192907
3671.0000 0.0482794
3671.9000 0.05843638
3672.8000 0.06384833
3673.7000 0.06139108
3674.6000 0.05782161
3675.5000 0.05856932
3676.4000 0.05741902
3677.3000 0.05272176
3678.2000 0.04890145
3679.1000 0.04503163
3680.0000 0.04333745
3680.9000 0.04831861
3681.8000 0.05426357
3682.7000 0.05413157
3683.6000 0.05146533
3684.5000 0.05029747
3685.4000 0.04698654
3686.3000 0.0395559
3687.2000 0.03295886
