3500.0000 0
3500.9000 0
3501.8000 0
3502.7000 0
3503.6000 0
3504.5000 0
3505.4000 0
3506.3000 0
3507.2000 0
3508.1000 0
3509.0000 0
3509.9000 0
3510.8000 0
3511.7000 0
3512.6000 0
3513.5000 0
3514.4000 0
3515.3000 0
3516.2000 0
3517.1000 0
3518.0000 0
3518.9000 0
3519.8000 0
3520.7000 0
3521.6000 0
3522.5000 0
3523.4000 0
3524.3000 0
3525.2000 0
3526.1000 0
3527.0000 0
3527.9000 0
3528.8000 0
3529.7000 0
3530.6000 0
3531.5000 0
3532.4000 0
3533.3000 0
3534.2000 0
3535.1000 0
3536.0000 0.10535108
3536.9000 0.1162555
3537.8000 0.13364314
3538.7000 0.14554839
3539.6000 0.15112266
3540.5000 0.14657032
3541.4000 0.12994152
3542.3000 0.11914333
3543.2000 0.11829221
3544.1000 0.11751635
3545.0000 0.11539982
3545.9000 0.11107606
3546.8000 0.10545138
3547.7000 0.10674572
3548.6000 0.11764407
3549.5000 0.12262403
3550.4000 0.11061531
3551.3000 0.09850568
3552.2000 0.09815291
3553.1000 0.10043653
3554.0000 0.1007538
3554.9000 0.11038013
3555.8000 0.11092523
3556.7000 0.09164934
3557.6000 0.07676503
3558.5000 0.07187985
3559.4000 0.07851589
3560.3000 0.08945683
3561.2000 0.10443608
3562.1000 0.11777329
3563.0000 0.11587889
3563.9000 0.08202105
3564.8000 0.04799785
3565.7000 0.04514766
3566.6000 0.06316011
3567.5000 0.0843635
3568.4000 0.07899874
3569.3000 0.0561985
3570.2000 0.05066793
3571.1000 0.03994494
3572.0000 0.06564312
3572.9000 0.08431102
3573.8000 0.08953895
3574.7000 0.08902343
3575.6000 0.09288029
3576.5000 0.09851368
3577.4000 0.0864846
3578.3000 0.06718749
3579.2000 0.0567433
3580.1000 0.05030508
3581.0000 0.04404405
3581.9000 0.04256938
3582.8000 0.05072282
3583.7000 0.05582277
3584.6000 0.04655043
3585.5000 0.03532773
3586.4000 0.03544583
3587.3000 0.04300785
3588.2000 0.05034621
3589.1000 0.05734427
3590.0000 0.07158449
3590.9000 0.09573763
3591.8000 0.11055072
3592.7000 0.1031662
3593.6000 0.09050277
3594.5000 0.09113614
3595.4000 0.10947411
3596.3000 0.13037415
3597.2000 0.13347733
3598.1000 0.12711872
3599.0000 0.13242275
3599.9000 0.14917371
3600.8000 0.1591312
3601.7000 0.14777879
3602.6000 0.12319724
3603.5000 0.10658251
3604.4000 0.09635193
3605.3000 0.08537053
3606.2000 0.08945011
3607.1000 0.10652266
3608.0000 0.10244029
3608.9000 0.08065592
3609.8000 0.07079127
3610.7000 0.07747527
3611.6000 0.09684069
3612.5000 0.11204462
3613.4000 0.10918903
3614.3000 0.10905842
3615.2000 0.12443665
3616.1000 0.14075013
3617.0000 0.139274
3617.9000 0.10667509
3618.8000 0.06528209
3619.7000 0.05613471
3620.6000 0.08486358
3621.5000 0.12765922
3622.4000 0.1562005
3623.3000 0.15018477
3624.2000 0.13175406
3625.1000 0.14107922
3626.0000 0.16809322
3626.9000 0.18460043
3627.8000 0.17902568
3628.7000 0.16260752
3629.6000 0.15087302
3630.5000 0.11614318
3631.4000 0.06863283
3632.3000 0.06368467
3633.2000 0.08667234
3634.1000 0.09600658
3635.0000 0.10345948
3635.9000 0.12292913
3636.8000 0.13795252
3637.7000 0.14653988
3638.6000 0.15933794
3639.5000 0.17093787
3640.4000 0.17725286
3641.3000 0.1748796
3642.2000 0.16207868
3643.1000 0.15599443
3644.0000 0.15111144
3644.9000 0.13316657
3645.8000 0.11539521
3646.7000 0.10276792
3647.6000 0.08570721
3648.5000 0.07538858
3649.4000 0.08614311
3650.3000 0.10795771
3651.2000 0.12960653
3652.1000 0.15488879
3653.0000 0.17945138
3653.9000 0.17961115
3654.8000 0.16656557
3655.7000 0.17048283
3656.6000 0.1881903
3657.5000 0.20472737
3658.4000 0.21330385
3659.3000 0.20777503
3660.2000 0.19496968
3661.1000 0.20002313
3662.0000 0.20701365
3662.9000 0.18749997
3663.8000 0.16135886
3664.7000 0.16104074
3665.6000 0.17713153
3666.5000 0.18691781
3667.4000 0.19041321
3668.3000 0.17951076
3669.2000 0.15276152
3670.1000 0.13620403
3671.0000 0.14287591
3671.9000 0.16400148
3672.8000 0.18279381
3673.7000 0.18316251
3674.6000 0.18345328
3675.5000 0.19626117
3676.4000 0.1938653
3677.3000 0.17125246
3678.2000 0.15543972
3679.1000 0.14181755
3680.0000 0.12301843
3680.9000 0.12434351
3681.8000 0.14318949
3682.7000 0.15880698
3683.6000 0.16424532
3684.5000 0.15734108
3685.4000 0.13372348
3686.3000 0.10697917
3687.2000 0.09573736
