6510.01 -1.08555 0
6510.05 -1.08549 0
6510.08 0.0275517 0
6510.12 0.0248808 0
6510.16 0.0220833 0
6510.2 0.0213791 0
6510.23 0.0209275 0
6510.27 0.0214689 0
6510.31 0.0222113 0
6510.35 0.0226856 0
6510.38 0.023076 0
6510.42 0.0238321 0
6510.46 0.0247473 0
6510.49 0.0258056 0
6510.53 0.0269376 0
6510.57 0.0277785 0
6510.61 0.0283971 0
6510.64 0.0289338 0
6510.68 0.0294065 0
6510.72 0.0302599 0
6510.76 0.0316088 0
6510.79 0.0327661 0
6510.83 0.0335318 0
6510.87 0.0333146 0
6510.9 0.0308537 0
6510.94 0.0282454 0
6510.98 0.025708 0
6511.02 0.0236252 0
6511.05 0.0239211 0
6511.09 0.0246206 0
6511.13 0.0275874 0
6511.17 0.0307167 0
6511.2 0.033171 0
6511.24 0.0355709 0
6511.28 0.0347077 0
6511.32 0.0334027 0
6511.35 0.0316561 0
6511.39 0.0298147 0
6511.43 0.0289424 0
6511.47 0.0283858 0
6511.5 0.0281915 0
6511.54 0.0281519 0
6511.58 0.0270367 0
6511.61 0.0252668 0
6511.65 0.0218104 0
6511.69 0.0170617 0
6511.73 0.0102355 0
6511.76 0.00136909 0
6511.8 -0.00830566 0
6511.84 -0.0188758 0
6511.88 -0.0291041 0
6511.91 -0.0386048 0
6511.95 -0.0475594 0
6511.99 -0.0553108 0
6512.02 -0.0623599 0
6512.06 -0.0672723 0
6512.1 -0.0712773 0
6512.14 -0.0711279 0
6512.17 -0.0703291 0
6512.21 -0.0657786 0
6512.25 -0.0608973 0
6512.29 -0.052 0
6512.32 -0.0427951 0
6512.36 -0.0309425 0
6512.4 -0.018713 0
6512.44 -0.00648773 0
6512.47 0.00573199 0
6512.51 0.0158166 0
6512.55 0.0251848 0
6512.58 0.0288838 0
6512.62 0.0300095 0
6512.66 0.0282821 0
6512.7 0.024921 0
6512.73 0.0194584 0
6512.77 0.0124078 0
6512.81 -0.00342375 0
6512.85 -0.0282376 0
6512.88 -0.0535262 0
6512.92 -0.0785903 0
6512.96 -0.0890731 0
6512.99 -0.0734224 0
6513.03 -0.0531894 0
6513.07 -0.0264828 0
6513.11 -0.0028556 0
6513.14 0.00826784 0
6513.18 0.0173328 0
6513.22 0.0202504 0
6513.26 0.0225684 0
6513.29 0.0234794 0
6513.33 0.0242591 0
6513.37 0.0231077 0
6513.4 0.0218072 0
6513.44 0.0189196 0
6513.48 0.0158091 0
6513.52 0.0116497 0
6513.55 0.00725538 0
6513.59 0.00481375 0
6513.63 0.0030147 0
6513.67 0.00378607 0
6513.7 0.00569736 0
6513.74 0.00964646 0
6513.78 0.0147694 0
6513.82 0.0185939 0
6513.85 0.0213404 0
6513.89 0.0222079 0
6513.93 0.0212493 0
6513.97 0.0188835 0
6514 0.0148347 0
6514.04 0.00972316 0
6514.08 0.00296887 0
6514.11 -0.00394847 0
6514.15 -0.010965 0
6514.19 -0.0175796 0
6514.23 -0.0228328 0
6514.26 -0.0277744 0
6514.3 -0.0316366 0
6514.34 -0.035702 0
6514.38 -0.0425616 0
6514.41 -0.0498625 0
6514.45 -0.0670922 0
6514.49 -0.0850872 0
6514.52 -0.113044 0
6514.56 -0.14227 0
6514.6 -0.169684 0
6514.64 -0.196702 0
6514.67 -0.210148 0
6514.71 -0.219395 0
6514.75 -0.21096 0
6514.79 -0.195091 0
6514.82 -0.169239 0
6514.86 -0.137991 0
6514.9 -0.106019 0
6514.94 -0.0737814 0
6514.97 -0.0465585 0
6515.01 -0.0241744 0
6515.05 -0.00730227 0
6515.08 0.00312281 0
6515.12 0.0104956 0
6515.16 0.0136342 0
6515.2 0.0161671 0
6515.23 0.0180589 0
6515.27 0.0196667 0
6515.31 0.0205567 0
6515.35 0.0211215 0
6515.38 0.0204289 0
6515.42 0.0194006 0
6515.46 0.0164272 0
6515.49 0.0130821 0
6515.53 0.00453001 0
6515.57 -0.00442308 0
6515.61 -0.0176595 0
6515.64 -0.0313553 0
6515.68 -0.0448669 0
6515.72 -0.0583386 0
6515.76 -0.0677435 0
6515.79 -0.0760083 0
6515.83 -0.0774884 0
6515.87 -0.0763492 0
6515.9 -0.0693766 0
6515.94 -0.0594429 0
6515.98 -0.0476008 0
6516.02 -0.0345874 0
6516.06 -0.0247598 0
6516.09 -0.0178272 0
6516.13 -0.0176407 0
6516.17 -0.0249462 0
6516.2 -0.0385535 0
6516.24 -0.0607606 0
6516.28 -0.0892764 0
6516.32 -0.129028 0
6516.35 -0.172125 0
6516.39 -0.22203 0
6516.43 -0.270365 0
6516.47 -0.310538 0
6516.5 -0.346079 0
6516.54 -0.355986 0
6516.58 -0.361711 0
6516.61 -0.336526 0
6516.65 -0.308961 0
6516.69 -0.264278 0
6516.73 -0.218241 0
6516.76 -0.177759 0
6516.8 -0.138142 0
6516.84 -0.115348 0
6516.88 -0.0965972 0
6516.91 -0.0920061 0
6516.95 -0.092191 0
6516.99 -0.0941591 0
6517.02 -0.0968191 0
6517.06 -0.0937501 0
6517.1 -0.0871594 0
6517.14 -0.0745254 0
6517.17 -0.0573033 0
6517.21 -0.0395005 0
6517.25 -0.0214316 0
6517.29 -0.00621902 0
6517.32 0.00519898 0
6517.36 0.0154131 0
6517.4 0.0240215 0
6517.44 0.0320491 0
6517.47 0.0390059 0
6517.51 0.0451541 0
6517.55 0.0489292 0
6517.58 0.0520449 0
6517.62 0.0527958 0
6517.66 0.0530219 0
6517.7 0.0502005 0
6517.73 0.0468978 0
6517.77 0.0363426 0
6517.81 0.0252284 0
6517.85 0.00942877 0
6517.88 -0.00690484 0
6517.92 -0.0190338 0
6517.96 -0.0303438 0
6517.99 -0.0347114 0
6518.03 -0.0371047 0
6518.07 -0.0323345 0
6518.11 -0.0247825 0
6518.14 -0.0115697 0
6518.18 0.00452435 0
6518.22 0.0189469 0
6518.26 0.0320919 0
6518.29 0.0403002 0
6518.33 0.044229 0
6518.37 0.0443131 0
6518.4 0.0403725 0
6518.44 0.0292836 0
6518.48 0.00808693 0
6518.52 -0.0242716 0
6518.56 -0.0768644 0
6518.59 -0.125632 0
6518.63 -0.160351 0
6518.67 -0.178451 0
6518.7 -0.13779 0
6518.74 -0.0924504 0
6518.78 -0.0457743 0
6518.82 -0.00171257 0
6518.85 0.00949391 0
6518.89 0.0180498 0
6518.93 0.0130091 0
6518.97 0.00691457 0
6519 -0.000746164 0
6519.04 -0.00862519 0
6519.08 -0.017044 0
6519.11 -0.0255802 0
6519.15 -0.0361946 0
6519.19 -0.0474726 0
6519.23 -0.063498 0
6519.26 -0.0815666 0
6519.3 -0.100088 0
6519.34 -0.118791 0
6519.38 -0.13084 0
6519.41 -0.137954 0
6519.45 -0.137499 0
6519.49 -0.130168 0
6519.52 -0.117621 0
6519.56 -0.0992948 0
